114,2056,Ec-h
114,2067,Ec-h
115,2023,Ec-h
115,2053,Sb-t
115,2063,Sb-t
116,2021,Ec-h
116,2032,Ec-h
116,2043,Ec-h
116,2054,Ec-h
116,2065,Ec-h
117,2028,Ec-h
117,2058,Sb-t
117,2068,Sb-t
118,2029,Ec-h
118,2059,Sb-t
118,2069,Sb-t
119,2021,Ec-h
119,2033,Ec-h
119,2045,Ec-h
119,2057,Ec-h
119,2069,Ec-h
120,2024,Ec-h
120,2036,Ec-h
120,2048,Ec-h
120,2060,Ec-h
121,2027,Ec-h
121,2057,Sb-t
121,2067,Sb-t
122,2029,Ec-h
122,2041,Ec-h
122,2053,Ec-h
122,2065,Ec-h
124,2035,Pb-t
124,2045,Pb-h
125,2021,Pb-t
125,2036,Pb-h
125,2066,Sb-t
126,2021,Ec-h
126,2033,Ec-h
126,2045,Ec-h
126,2057,Ec-h
126,2069,Ec-h
127,2049,Sb-t
127,2059,Sb-t
127,2068,Sb-t
128,2021,Ec-h
128,2051,Sb-t
128,2061,Sb-t
129,2028,Ec-h
129,2039,Ec-h
129,2050,Ec-h
129,2061,Ec-h
130,2037,Pb-t
130,2052,Pb-h
131,2037,Pb-t
131,2052,Pb-h
132,2039,Pb-t
132,2054,Pb-h
133,2039,Pb-t
133,2049,Pb-t
133,2059,Pb-h
134,2039,Pb-t
134,2049,Pb-h
135,2044,Pb-t
135,2059,Pb-h
136,2028,Ec-h
136,2040,Ec-h
136,2052,Ec-h
136,2064,Ec-h
138,2025,Ec-h
138,2048,Qr-t
138,2052,Qr-t
138,2062,Qr-t
140,2026,Ec-h
140,2049,Qr-h
140,2053,Qr-t
140,2063,Qr-t
141,2022,Ec-h
142,2048,Pb-t
142,2063,Pb-h
143,2021,Ec-h
143,2051,Ct-t
143,2061,Ct-h
144,2028,Ec-h
144,2058,Ct-t
144,2068,Ct-t
145,2025,Ec-h
145,2036,Ec-h
145,2047,Ec-h
145,2058,Ec-h
145,2069,Ec-h
146,2024,Ec-h
146,2054,Sb-t
146,2064,Sb-t
147,2025,Ec-h
147,2048,Qr-h
147,2052,Qr-t
147,2062,Qr-t
149,2022,Ec-h
149,2052,Sb-t
149,2062,Sb-t
150,2025,Ec-h
150,2035,Ec-h
150,2045,Ec-h
150,2055,Ec-h
150,2065,Ec-h
153,2042,Qr-h
153,2046,Qr-t
153,2056,Qr-t
153,2069,Qr-h
154,2025,Ec-h
154,2036,Ec-h
154,2047,Ec-h
154,2058,Ec-h
154,2069,Ec-h
155,2029,Ec-h
155,2041,Ec-h
155,2053,Ec-h
155,2065,Ec-h
156,2023,Ec-h
156,2053,Sb-t
156,2063,Sb-t
157,2044,Pb-t
157,2054,Pb-t
157,2069,Pb-h
158,2026,Ec-h
158,2056,Sb-t
158,2066,Sb-t
159,2025,Ec-h
159,2055,Sb-t
159,2065,Sb-t
160,2023,Ec-h
160,2053,Ct-t
160,2063,Ct-h
161,2049,Sb-t
161,2059,Sb-t
161,2068,Sb-t
162,2039,Pb-t
162,2049,Pb-t
162,2064,Pb-h
163,2037,Pb-h
164,2025,Ec-h
164,2040,Ct-t
164,2050,Ct-t
164,2060,Ct-t
165,2024,Ec-h
165,2036,Ec-h
165,2048,Ec-h
165,2060,Ec-h
166,2023,Ec-h
166,2053,Sb-t
166,2063,Sb-t
167,2024,Ec-h
167,2036,Ec-h
167,2048,Ec-h
167,2060,Ec-h
168,2023,Ec-h
168,2053,Sb-t
168,2063,Sb-t
169,2026,Ec-h
169,2037,Ec-h
169,2048,Ec-h
169,2059,Ec-h
170,2023,Ec-h
170,2035,Ec-h
170,2047,Ec-h
170,2059,Ec-h
171,2026,Ec-h
171,2038,Ec-h
171,2050,Ec-h
171,2062,Ec-h
172,2044,Pb-t
172,2054,Pb-t
172,2069,Pb-h
173,2044,Pb-t
173,2054,Pb-t
173,2064,Pb-h
174,2021,Ec-h
174,2044,Qr-h
174,2048,Qr-h
174,2061,Qr-h
176,2022,Ec-h
176,2034,Ec-h
176,2046,Ec-h
176,2058,Ec-h
177,2025,Ec-h
177,2037,Ec-h
177,2049,Ec-h
177,2061,Ec-h
178,2021,Ec-h
178,2044,Qr-h
178,2048,Qr-t
178,2058,Qr-t
178,2066,Qr-t
179,2026,Ec-h
179,2036,Ec-h
179,2046,Ec-h
179,2056,Ec-h
179,2066,Ec-h
180,2024,Ec-h
180,2054,Sb-t
180,2064,Sb-t
181,2029,Ec-h
181,2059,Sb-t
181,2069,Sb-t
182,2021,Ec-h
182,2051,Sb-t
182,2061,Sb-t
183,2025,Ec-h
183,2055,Sb-t
183,2065,Sb-t
184,2021,Ec-h
184,2051,Sb-t
184,2061,Sb-t
185,2023,Ec-h
185,2035,Ec-h
185,2047,Ec-h
185,2059,Ec-h
186,2028,Ec-h
186,2039,Ec-h
186,2050,Ec-h
186,2061,Ec-h
187,2024,Ec-h
187,2036,Ec-h
187,2048,Ec-h
187,2060,Ec-h
188,2027,Ec-h
188,2039,Ec-h
188,2051,Ec-h
188,2063,Ec-h
189,2026,Ec-h
189,2038,Ec-h
189,2050,Ec-h
189,2062,Ec-h
190,2034,Pb-t
190,2044,Pb-t
190,2054,Pb-t
190,2064,Pb-h
191,2021,Pb-t
191,2031,Pb-t
191,2046,Pb-h
191,2061,Pb-t
192,2044,Pb-t
192,2054,Pb-t
192,2069,Pb-h
193,2026,Ec-h
193,2056,Sb-t
193,2066,Sb-t
194,2039,Pb-t
194,2049,Pb-t
194,2064,Pb-h
195,2026,Ec-h
195,2038,Ec-h
195,2050,Ec-h
195,2062,Ec-h
196,2023,Ec-h
196,2034,Ec-h
196,2045,Ec-h
196,2056,Ec-h
196,2067,Ec-h
198,2049,Sb-t
198,2059,Sb-t
198,2068,Sb-t
199,2020,Ec-h
199,2032,Ec-h
199,2044,Ec-h
199,2056,Ec-h
199,2068,Ec-h
200,2027,Ec-h
200,2057,Sb-t
200,2067,Sb-t
201,2035,Pb-h
201,2065,Sb-t
202,2038,Pb-t
202,2053,Pb-h
203,2037,Pb-t
203,2047,Pb-h
204,2050,Pb-t
204,2060,Pb-h
206,2026,Pb-t
206,2036,Pb-t
206,2046,Pb-t
206,2056,Pb-h
207,2023,Ec-h
207,2053,Sb-t
207,2063,Sb-t
208,2048,Pb-t
208,2063,Pb-h
209,2049,Pb-h
210,2050,Pb-t
210,2065,Pb-h
211,2024,Ec-h
211,2047,Qr-h
211,2051,Qr-h
211,2064,Qr-h
212,2021,Ec-h
213,2023,Ec-h
213,2046,Qr-h
213,2050,Qr-h
213,2060,Qr-t
213,2068,Qr-t
214,2022,Ec-h
214,2045,Qr-h
214,2049,Qr-t
214,2062,Qr-h
215,2025,Ec-h
215,2055,Sb-t
215,2065,Sb-t
217,2025,Ec-h
217,2060,Ct-t
218,2029,Ec-h
218,2041,Ec-h
218,2053,Ec-h
218,2065,Ec-h
219,2048,Pb-t
219,2063,Pb-h
220,2048,Pb-h
221,2022,Ec-h
221,2045,Qr-h
221,2049,Qr-h
221,2062,Qr-h
222,2024,Ec-h
222,2035,Ec-h
222,2046,Ec-h
222,2057,Ec-h
222,2068,Ec-h
223,2027,Ec-h
223,2057,Sb-t
223,2067,Sb-t
225,2025,Pb-t
225,2035,Pb-t
225,2045,Pb-t
225,2060,Pb-h
226,2022,Ec-h
226,2034,Ec-h
226,2046,Ec-h
226,2058,Ec-h
227,2023,Ec-h
227,2035,Ec-h
227,2047,Ec-h
227,2059,Ec-h
229,2021,Ec-h
229,2031,Ec-h
229,2041,Ec-h
229,2051,Ec-h
229,2061,Ec-h
230,2026,Ec-h
230,2038,Ec-h
230,2050,Ec-h
230,2062,Ec-h
231,2022,Ec-h
231,2034,Ec-h
231,2046,Ec-h
231,2058,Ec-h
233,2052,Pb-t
233,2062,Pb-h
235,2024,Ec-h
235,2036,Ec-h
235,2048,Ec-h
235,2060,Ec-h
236,2026,Ec-h
236,2038,Ec-h
236,2050,Ec-h
236,2062,Ec-h
237,2026,Ec-h
237,2038,Ec-h
237,2050,Ec-h
237,2062,Ec-h
238,2026,Ec-h
238,2038,Ec-h
238,2050,Ec-h
238,2062,Ec-h
239,2065,Pb-h
240,2026,Ec-h
240,2056,Sb-t
240,2066,Sb-t
242,2024,Ec-h
242,2054,Sb-t
242,2064,Sb-t
243,2024,Ec-h
243,2036,Ec-h
243,2048,Ec-h
243,2060,Ec-h
244,2022,Ec-h
244,2052,Sb-t
244,2062,Sb-t
246,2026,Ec-h
246,2038,Ec-h
246,2050,Ec-h
246,2062,Ec-h
247,2023,Ec-h
247,2034,Ec-h
247,2045,Ec-h
247,2056,Ec-h
247,2067,Ec-h
248,2020,Ec-h
248,2030,Ec-h
248,2040,Ec-h
248,2050,Ec-h
248,2060,Ec-h
249,2026,Ec-h
249,2038,Ec-h
249,2050,Ec-h
249,2062,Ec-h
250,2024,Ec-h
250,2054,Sb-t
250,2064,Sb-t
251,2026,Ec-h
251,2038,Ec-h
251,2050,Ec-h
251,2062,Ec-h
252,2024,Ec-h
252,2036,Ec-h
252,2048,Ec-h
252,2060,Ec-h
253,2023,Ec-h
253,2035,Ec-h
253,2047,Ec-h
253,2059,Ec-h
254,2022,Ec-h
254,2034,Ec-h
254,2046,Ec-h
254,2058,Ec-h
255,2031,Ec-h
255,2043,Ec-h
255,2055,Ec-h
255,2067,Ec-h
256,2027,Ec-h
256,2039,Ec-h
256,2051,Ec-h
256,2063,Ec-h
257,2028,Ec-h
257,2040,Ec-h
257,2052,Ec-h
257,2064,Ec-h
258,2029,Ec-h
258,2041,Ec-h
258,2053,Ec-h
258,2065,Ec-h
259,2044,Pb-t
259,2054,Pb-t
259,2069,Pb-h
260,2026,Ec-h
260,2038,Ec-h
260,2050,Ec-h
260,2062,Ec-h
264,2021,Ec-h
264,2036,Ct-t
264,2046,Ct-t
264,2056,Ct-t
265,2027,Ec-h
265,2042,Ct-t
265,2052,Ct-t
265,2062,Ct-t
266,2025,Ec-h
266,2048,Qr-h
266,2052,Qr-h
266,2062,Qr-t
267,2023,Ec-h
267,2046,Qr-h
267,2050,Qr-t
267,2060,Qr-t
267,2068,Qr-t
268,2025,Ec-h
268,2040,Ct-t
268,2050,Ct-t
268,2060,Ct-t
269,2022,Ec-h
269,2037,Ct-t
269,2047,Ct-t
269,2057,Ct-t
270,2044,Pb-t
270,2054,Pb-t
270,2064,Pb-h
271,2042,Qr-t
271,2046,Qr-t
271,2056,Qr-t
271,2064,Qr-t
272,2024,Ec-h
272,2036,Ec-h
272,2048,Ec-h
272,2060,Ec-h
273,2027,Ec-h
273,2037,Ec-h
273,2047,Ec-h
273,2057,Ec-h
273,2067,Ec-h
274,2039,Pb-t
274,2049,Pb-t
274,2059,Pb-h
275,2026,Ec-h
275,2038,Ec-h
275,2050,Ec-h
275,2062,Ec-h
276,2022,Ec-h
276,2033,Ec-h
276,2044,Ec-h
276,2055,Ec-h
276,2066,Ec-h
277,2024,Pb-t
277,2034,Pb-t
277,2044,Pb-h
277,2059,Pb-t
277,2069,Pb-t
278,2021,Ec-h
278,2031,Ec-h
278,2041,Ec-h
278,2051,Ec-h
278,2061,Ec-h
279,2044,Pb-t
279,2054,Pb-t
279,2069,Pb-h
280,2021,Ec-h
280,2051,Sb-t
280,2061,Sb-t
281,2026,Ec-h
281,2038,Ec-h
281,2050,Ec-h
281,2062,Ec-h
282,2021,Ec-h
282,2031,Ec-h
282,2041,Ec-h
282,2051,Ec-h
282,2061,Ec-h
284,2026,Ec-h
284,2049,Qr-h
284,2053,Qr-t
284,2063,Qr-t
285,2026,Ec-h
285,2038,Ec-h
285,2050,Ec-h
285,2062,Ec-h
286,2024,Ec-h
286,2036,Ec-h
286,2048,Ec-h
286,2060,Ec-h
287,2026,Ec-h
287,2038,Ec-h
287,2050,Ec-h
287,2062,Ec-h
288,2027,Ec-h
288,2057,Sb-t
288,2067,Sb-t
289,2025,Ec-h
289,2037,Ec-h
289,2049,Ec-h
289,2061,Ec-h
290,2021,Ec-h
290,2044,Qr-h
290,2048,Qr-h
290,2058,Qr-t
290,2066,Qr-t
291,2025,Ec-h
291,2037,Ec-h
291,2049,Ec-h
291,2061,Ec-h
292,2044,Pb-t
292,2059,Pb-h
293,2049,Sb-t
293,2059,Sb-t
293,2068,Sb-t
294,2026,Ec-h
294,2038,Ec-h
294,2050,Ec-h
294,2062,Ec-h
295,2024,Ec-h
295,2036,Ec-h
295,2048,Ec-h
295,2060,Ec-h
296,2024,Ec-h
296,2047,Qr-t
296,2051,Qr-t
296,2064,Qr-h
297,2027,Ec-h
297,2057,Ct-t
297,2067,Ct-t
298,2029,Ec-h
298,2052,Qr-h
298,2056,Qr-t
298,2069,Qr-h
299,2028,Ec-h
299,2058,Ct-t
299,2068,Ct-t
300,2029,Ec-h
300,2041,Ec-h
300,2053,Ec-h
300,2065,Ec-h
302,2028,Ec-h
302,2039,Ec-h
302,2050,Ec-h
302,2061,Ec-h
303,2028,Ec-h
303,2039,Ec-h
303,2050,Ec-h
303,2061,Ec-h
304,2025,Ec-h
304,2036,Ec-h
304,2047,Ec-h
304,2058,Ec-h
304,2069,Ec-h
305,2047,Pb-h
306,2059,Pb-h
307,2042,Qr-t
307,2046,Qr-t
307,2056,Qr-t
307,2064,Qr-t
308,2042,Qr-h
308,2046,Qr-t
308,2056,Qr-t
308,2064,Qr-t
310,2034,Pb-t
310,2044,Pb-t
310,2054,Pb-t
310,2069,Pb-h
312,2026,Ec-h
312,2056,Sb-t
312,2066,Sb-t
313,2042,Qr-h
313,2046,Qr-t
313,2056,Qr-t
313,2064,Qr-t
314,2026,Ec-h
314,2056,Sb-t
314,2066,Sb-t
315,2028,Ec-h
315,2043,Ct-t
315,2053,Ct-t
315,2063,Ct-t
316,2049,Sb-t
316,2059,Sb-t
316,2068,Sb-t
317,2049,Sb-t
317,2059,Sb-t
317,2068,Sb-t
318,2024,Ec-h
318,2035,Ec-h
318,2046,Ec-h
318,2057,Ec-h
318,2068,Ec-h
319,2027,Ec-h
319,2039,Ec-h
319,2051,Ec-h
319,2063,Ec-h
320,2027,Ec-h
320,2057,Ct-t
320,2067,Ct-t
321,2026,Ec-h
321,2038,Ec-h
321,2050,Ec-h
321,2062,Ec-h
322,2025,Ec-h
322,2036,Ec-h
322,2047,Ec-h
322,2058,Ec-h
322,2069,Ec-h
323,2027,Ec-h
323,2039,Ec-h
323,2051,Ec-h
323,2063,Ec-h
324,2023,Ec-h
324,2035,Ec-h
324,2047,Ec-h
324,2059,Ec-h
325,2027,Ec-h
325,2039,Ec-h
325,2051,Ec-h
325,2063,Ec-h
326,2021,Ec-h
326,2051,Sb-t
326,2061,Sb-t
327,2026,Ec-h
327,2056,Sb-t
327,2066,Sb-t
328,2026,Ec-h
328,2056,Sb-t
328,2066,Sb-t
330,2021,Ec-h
330,2036,Ct-t
330,2046,Ct-t
330,2056,Ct-t
331,2021,Ec-h
331,2051,Sb-t
331,2061,Sb-t
332,2025,Ec-h
332,2036,Ec-h
332,2047,Ec-h
332,2058,Ec-h
332,2069,Ec-h
333,2023,Ec-h
333,2035,Ec-h
333,2047,Ec-h
333,2059,Ec-h
334,2027,Ec-h
334,2057,Sb-t
334,2067,Sb-t
335,2025,Ec-h
335,2055,Sb-t
335,2065,Sb-t
336,2044,Pb-t
336,2054,Pb-h
337,2025,Ec-h
337,2055,Sb-t
337,2065,Sb-t
338,2024,Ec-h
338,2054,Sb-t
338,2064,Sb-t
339,2024,Ec-h
339,2054,Sb-t
339,2064,Sb-t
340,2033,Pb-t
340,2043,Pb-t
340,2053,Pb-h
341,2022,Ec-h
341,2033,Ec-h
341,2044,Ec-h
341,2055,Ec-h
341,2066,Ec-h
342,2022,Ec-h
342,2045,Qr-h
342,2049,Qr-t
342,2059,Qr-t
342,2067,Qr-t
343,2025,Ec-h
343,2055,Sb-t
343,2065,Sb-t
344,2024,Ec-h
344,2034,Ec-h
344,2044,Ec-h
344,2054,Ec-h
344,2064,Ec-h
345,2049,Sb-t
345,2059,Sb-t
345,2068,Sb-t
346,2027,Ec-h
346,2039,Ec-h
346,2051,Ec-h
346,2063,Ec-h
348,2024,Ec-h
348,2059,Ct-t
350,2025,Ec-h
350,2048,Qr-h
350,2052,Qr-t
350,2062,Qr-t
351,2025,Ec-h
351,2037,Ec-h
351,2049,Ec-h
351,2061,Ec-h
352,2049,Sb-t
352,2059,Sb-t
352,2068,Sb-t
354,2024,Ec-h
354,2036,Ec-h
354,2048,Ec-h
354,2060,Ec-h
355,2021,Ec-h
355,2051,Sb-t
355,2061,Sb-t
356,2023,Ec-h
356,2053,Sb-t
356,2063,Sb-t
357,2054,Pb-t
357,2069,Pb-h
358,2023,Ec-h
358,2046,Qr-h
358,2050,Qr-t
358,2060,Qr-t
359,2042,Qr-h
359,2046,Qr-h
359,2056,Qr-t
359,2064,Qr-t
360,2049,Sb-t
360,2059,Sb-t
360,2068,Sb-t
361,2049,Sb-t
361,2059,Sb-t
361,2068,Sb-t
363,2022,Ec-h
363,2034,Ec-h
363,2046,Ec-h
363,2058,Ec-h
364,2023,Ec-h
364,2035,Ec-h
364,2047,Ec-h
364,2059,Ec-h
366,2022,Ec-h
366,2052,Ct-t
366,2062,Ct-h
368,2022,Ec-h
368,2033,Ec-h
368,2044,Ec-h
368,2055,Ec-h
368,2066,Ec-h
369,2023,Ec-h
369,2035,Ec-h
369,2047,Ec-h
369,2059,Ec-h
370,2022,Ec-h
370,2034,Ec-h
370,2046,Ec-h
370,2058,Ec-h
371,2044,Pb-t
371,2059,Pb-h
372,2029,Ec-h
372,2039,Ec-h
372,2049,Ec-h
372,2059,Ec-h
372,2069,Ec-h
373,2026,Ec-h
373,2037,Ec-h
373,2048,Ec-h
373,2059,Ec-h
374,2044,Pb-t
374,2054,Pb-t
374,2064,Pb-h
375,2021,Ec-h
375,2031,Ec-h
375,2041,Ec-h
375,2051,Ec-h
375,2061,Ec-h
376,2023,Ec-h
376,2046,Qr-h
376,2050,Qr-t
376,2060,Qr-t
376,2068,Qr-t
377,2027,Ec-h
377,2050,Qr-t
377,2054,Qr-t
377,2064,Qr-t
378,2023,Ec-h
378,2035,Ec-h
378,2047,Ec-h
378,2059,Ec-h
379,2034,Pb-t
379,2044,Pb-t
379,2054,Pb-t
379,2069,Pb-h
380,2026,Ec-h
380,2049,Qr-h
380,2053,Qr-h
380,2063,Qr-t
381,2023,Ec-h
381,2035,Ec-h
381,2047,Ec-h
381,2059,Ec-h
383,2054,Pb-t
383,2069,Pb-h
384,2054,Pb-t
384,2064,Pb-h
385,2044,Pb-t
385,2054,Pb-t
385,2069,Pb-h
386,2022,Ec-h
386,2034,Ec-h
386,2046,Ec-h
386,2058,Ec-h
387,2024,Ec-h
387,2036,Ec-h
387,2048,Ec-h
387,2060,Ec-h
388,2030,Ec-h
388,2041,Ec-h
388,2052,Ec-h
388,2063,Ec-h
389,2022,Ec-h
389,2045,Qr-h
389,2049,Qr-t
389,2062,Qr-h
390,2026,Ec-h
390,2049,Qr-h
390,2053,Qr-t
390,2066,Qr-h
391,2026,Ec-h
391,2038,Ec-h
391,2050,Ec-h
391,2062,Ec-h
393,2023,Ec-h
393,2035,Ec-h
393,2047,Ec-h
393,2059,Ec-h
394,2026,Ec-h
394,2056,Sb-t
394,2066,Sb-t
395,2054,Pb-t
395,2064,Pb-h
396,2024,Ec-h
396,2036,Ec-h
396,2048,Ec-h
396,2060,Ec-h
397,2026,Ec-h
397,2038,Ec-h
397,2050,Ec-h
397,2062,Ec-h
398,2021,Ec-h
398,2032,Ec-h
398,2043,Ec-h
398,2054,Ec-h
398,2065,Ec-h
399,2021,Ec-h
399,2036,Ct-t
399,2046,Ct-t
399,2056,Ct-t
400,2049,Sb-t
400,2059,Sb-t
400,2068,Sb-t
401,2025,Ec-h
401,2055,Sb-t
401,2065,Sb-t
402,2025,Ec-h
